optimization_pass,opt_mode,circuit_type,num_qubits,topology,status,error
qlego-tket_SimplifyMeasuresPass,Standalone,Half Adder Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemoveDiscardedPass,Standalone,Half Adder Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SynthesiseTketPass,Standalone,Half Adder Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_GroupSingleQuditGatePassPass,Standalone,Half Adder Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_ScanningGateRemovalPassPass,Standalone,Half Adder Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_IterativeScanningGateRemovalPassPass,Standalone,Half Adder Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_TreeScanningGateRemovalPassPass,Standalone,Half Adder Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_QuickPartitionerPass,Standalone,Half Adder Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeSingleQubitGatesToPhxzPass,Standalone,Half Adder Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeSingleQubitGatesPhasedXAndZPass,Standalone,Half Adder Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_EjectZPass,Standalone,Half Adder Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_EjectPhasedPaulisPass,Standalone,Half Adder Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeKQubitUnitariesPass,Standalone,Half Adder Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DropNegligibleOperationsPass,Standalone,Half Adder Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DropEmptyMomentsPass,Standalone,Half Adder Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DeferMeasurementsPass,Standalone,Half Adder Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_OptimizeForTargetGatesetPass,Standalone,Half Adder Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_AlignLeftPass,Standalone,Half Adder Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_AlignRightPass,Standalone,Half Adder Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_StratifiedCircuitPass,Standalone,Half Adder Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
Baseline (No Optimization),Baseline,Half Adder Circuit,15,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_PresetOptimizationPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Optimize1qGatesPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Optimize1qGateDecompositionPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Optimize1qGateSimpleCommutationPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CommutativeCancellationPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CommutationAnalysisPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CommutativeOptimizationPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_OptimizeCliffordsPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_OptimizeCliffordTPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CollectCliffordsPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Collect2qBlocksPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CollectMultiQBlocksPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_RemoveIdentityEquivalentPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_OptimizeSwapBeforeMeasurePass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_RemoveDiagonalGatesBeforeMeasurePass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_RemoveFinalResetPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SquashTK1Pass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SquashRzPhasedXPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_DecomposeSingleQubitsTK1Pass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_FullPeepholeOptimizePass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_CliffordSimpPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_PeepholeOptimize2QPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_KAKDecompositionPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemoveRedundanciesPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemovePhaseOpsPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_DelayMeasuresPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SimplifyMeasuresPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemoveDiscardedPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SynthesiseTketPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_GroupSingleQuditGatePassPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_ScanningGateRemovalPassPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_IterativeScanningGateRemovalPassPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_TreeScanningGateRemovalPassPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_QuickPartitionerPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeSingleQubitGatesToPhxzPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeSingleQubitGatesPhasedXAndZPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_EjectZPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_EjectPhasedPaulisPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeKQubitUnitariesPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DropNegligibleOperationsPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DropEmptyMomentsPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DeferMeasurementsPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_OptimizeForTargetGatesetPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_AlignLeftPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_AlignRightPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_StratifiedCircuitPass,Standalone,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
Baseline (No Optimization),Baseline,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_PresetOptimizationPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Optimize1qGatesPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Optimize1qGateDecompositionPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Optimize1qGateSimpleCommutationPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CommutativeCancellationPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CommutationAnalysisPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CommutativeOptimizationPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_OptimizeCliffordsPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_OptimizeCliffordTPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CollectCliffordsPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Collect2qBlocksPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CollectMultiQBlocksPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_RemoveIdentityEquivalentPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_OptimizeSwapBeforeMeasurePass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_RemoveDiagonalGatesBeforeMeasurePass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_RemoveFinalResetPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SquashTK1Pass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SquashRzPhasedXPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_DecomposeSingleQubitsTK1Pass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_FullPeepholeOptimizePass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_CliffordSimpPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_PeepholeOptimize2QPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_KAKDecompositionPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemoveRedundanciesPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemovePhaseOpsPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_DelayMeasuresPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SimplifyMeasuresPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemoveDiscardedPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SynthesiseTketPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_GroupSingleQuditGatePassPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_ScanningGateRemovalPassPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_IterativeScanningGateRemovalPassPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_TreeScanningGateRemovalPassPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_QuickPartitionerPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeSingleQubitGatesToPhxzPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeSingleQubitGatesPhasedXAndZPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_EjectZPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_EjectPhasedPaulisPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeKQubitUnitariesPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DropNegligibleOperationsPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DropEmptyMomentsPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DeferMeasurementsPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_OptimizeForTargetGatesetPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_AlignLeftPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_AlignRightPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_StratifiedCircuitPass,Standalone,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
Baseline (No Optimization),Baseline,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_PresetOptimizationPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Optimize1qGatesPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Optimize1qGateDecompositionPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Optimize1qGateSimpleCommutationPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CommutativeCancellationPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CommutationAnalysisPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CommutativeOptimizationPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_OptimizeCliffordsPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_OptimizeCliffordTPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CollectCliffordsPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Collect2qBlocksPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CollectMultiQBlocksPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_RemoveIdentityEquivalentPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_OptimizeSwapBeforeMeasurePass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_RemoveDiagonalGatesBeforeMeasurePass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_RemoveFinalResetPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SquashTK1Pass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SquashRzPhasedXPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_DecomposeSingleQubitsTK1Pass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_FullPeepholeOptimizePass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_CliffordSimpPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_PeepholeOptimize2QPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_KAKDecompositionPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemoveRedundanciesPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemovePhaseOpsPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_DelayMeasuresPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SimplifyMeasuresPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemoveDiscardedPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SynthesiseTketPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_GroupSingleQuditGatePassPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_ScanningGateRemovalPassPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_IterativeScanningGateRemovalPassPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_TreeScanningGateRemovalPassPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_QuickPartitionerPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeSingleQubitGatesToPhxzPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeSingleQubitGatesPhasedXAndZPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_EjectZPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_EjectPhasedPaulisPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_MergeKQubitUnitariesPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DropNegligibleOperationsPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DropEmptyMomentsPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_DeferMeasurementsPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_OptimizeForTargetGatesetPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_AlignLeftPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_AlignRightPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-cirq_StratifiedCircuitPass,Standalone,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
Baseline (No Optimization),Baseline,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_PresetOptimizationPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Optimize1qGatesPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Optimize1qGateDecompositionPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Optimize1qGateSimpleCommutationPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CommutativeCancellationPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CommutationAnalysisPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CommutativeOptimizationPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_OptimizeCliffordsPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_OptimizeCliffordTPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CollectCliffordsPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_Collect2qBlocksPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_CollectMultiQBlocksPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_RemoveIdentityEquivalentPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_OptimizeSwapBeforeMeasurePass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_RemoveDiagonalGatesBeforeMeasurePass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-qiskit_RemoveFinalResetPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SquashTK1Pass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SquashRzPhasedXPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_DecomposeSingleQubitsTK1Pass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_FullPeepholeOptimizePass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_CliffordSimpPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_PeepholeOptimize2QPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_KAKDecompositionPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemoveRedundanciesPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemovePhaseOpsPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_DelayMeasuresPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SimplifyMeasuresPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_RemoveDiscardedPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-tket_SynthesiseTketPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_GroupSingleQuditGatePassPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
qlego-bqskit_ScanningGateRemovalPassPass,Standalone,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'qiskit_aer'
