optimization_pass,circuit_type,num_qubits,topology,status,error,Gate Count,Circuit Depth,2Q Count,2Q Depth
qlego-bqskit_ScanningGateRemovalPassPass,QFT Circuit,10,heavy_hex,failed,Timeout: pipeline exceeded 300s,,,,
qlego-bqskit_IterativeScanningGateRemovalPassPass,QFT Circuit,10,heavy_hex,success,,129.0,75.0,99.0,57.0
qlego-bqskit_TreeScanningGateRemovalPassPass,QFT Circuit,10,heavy_hex,failed,Timeout: pipeline exceeded 300s,,,,
qlego-bqskit_QuickPartitionerPass,QFT Circuit,10,heavy_hex,success,,354.0,183.0,189.0,114.0
Baseline,QFT Circuit,10,heavy_hex,success,,364.0,184.0,189.0,114.0
qlego-qiskit_PresetOptimizationPass,Amplitude Estimation Circuit,10,heavy_hex,success,,704.0,310.0,165.0,120.0
qlego-qiskit_Optimize1qGatesPass,Amplitude Estimation Circuit,10,heavy_hex,success,,8013.0,6818.0,1193.0,1136.0
qlego-qiskit_Optimize1qGateDecompositionPass,Amplitude Estimation Circuit,10,heavy_hex,success,,8012.0,6817.0,1193.0,1136.0
qlego-qiskit_Optimize1qGateSimpleCommutationPass,Amplitude Estimation Circuit,10,heavy_hex,success,,8013.0,6818.0,1193.0,1136.0
qlego-qiskit_CommutativeCancellationPass,Amplitude Estimation Circuit,10,heavy_hex,success,,8013.0,6818.0,1193.0,1136.0
qlego-qiskit_CommutationAnalysisPass,Amplitude Estimation Circuit,10,heavy_hex,success,,8013.0,6818.0,1193.0,1136.0
qlego-qiskit_CommutativeOptimizationPass,Amplitude Estimation Circuit,10,heavy_hex,success,,8013.0,6818.0,1193.0,1136.0
qlego-qiskit_OptimizeCliffordsPass,Amplitude Estimation Circuit,10,heavy_hex,success,,8013.0,6818.0,1193.0,1136.0
qlego-qiskit_OptimizeCliffordTPass,Amplitude Estimation Circuit,10,heavy_hex,success,,8013.0,6818.0,1193.0,1136.0
qlego-qiskit_CollectCliffordsPass,Amplitude Estimation Circuit,10,heavy_hex,success,,8230.0,6899.0,1193.0,1131.0
qlego-qiskit_Collect2qBlocksPass,Amplitude Estimation Circuit,10,heavy_hex,success,,8013.0,6818.0,1193.0,1136.0
qlego-qiskit_CollectMultiQBlocksPass,Amplitude Estimation Circuit,10,heavy_hex,success,,8013.0,6818.0,1193.0,1136.0
qlego-qiskit_RemoveIdentityEquivalentPass,Amplitude Estimation Circuit,10,heavy_hex,success,,8013.0,6818.0,1193.0,1136.0
qlego-qiskit_OptimizeSwapBeforeMeasurePass,Amplitude Estimation Circuit,10,heavy_hex,success,,8013.0,6818.0,1193.0,1136.0
qlego-qiskit_RemoveFinalResetPass,Amplitude Estimation Circuit,10,heavy_hex,success,,8013.0,6818.0,1193.0,1136.0
qlego-tket_SquashTK1Pass,Amplitude Estimation Circuit,10,heavy_hex,success,,6948.0,6517.0,1193.0,1136.0
qlego-tket_SquashRzPhasedXPass,Amplitude Estimation Circuit,10,heavy_hex,success,,6928.0,6489.0,1193.0,1136.0
qlego-tket_DecomposeSingleQubitsTK1Pass,Amplitude Estimation Circuit,10,heavy_hex,success,,14613.0,9077.0,1193.0,1136.0
qlego-tket_FullPeepholeOptimizePass,Amplitude Estimation Circuit,10,heavy_hex,success,,745.0,269.0,90.0,48.0
qlego-tket_CliffordSimpPass,Amplitude Estimation Circuit,10,heavy_hex,success,,6849.0,6318.0,1094.0,1052.0
qlego-tket_PeepholeOptimize2QPass,Amplitude Estimation Circuit,10,heavy_hex,success,,710.0,259.0,90.0,48.0
qlego-tket_KAKDecompositionPass,Amplitude Estimation Circuit,10,heavy_hex,success,,1033.0,490.0,153.0,114.0
qlego-tket_RemoveRedundanciesPass,Amplitude Estimation Circuit,10,heavy_hex,success,,6948.0,6517.0,1193.0,1136.0
qlego-tket_RemovePhaseOpsPass,Amplitude Estimation Circuit,10,heavy_hex,success,,6948.0,6517.0,1193.0,1136.0
qlego-tket_DelayMeasuresPass,Amplitude Estimation Circuit,10,heavy_hex,success,,6948.0,6517.0,1193.0,1136.0
qlego-tket_SimplifyMeasuresPass,Amplitude Estimation Circuit,10,heavy_hex,success,,6948.0,6517.0,1193.0,1136.0
qlego-tket_RemoveDiscardedPass,Amplitude Estimation Circuit,10,heavy_hex,success,,6948.0,6517.0,1193.0,1136.0
qlego-tket_SynthesiseTketPass,Amplitude Estimation Circuit,10,heavy_hex,success,,6888.0,6512.0,1193.0,1136.0
qlego-bqskit_GroupSingleQuditGatePassPass,Amplitude Estimation Circuit,10,heavy_hex,success,,8003.0,6817.0,1193.0,1136.0
qlego-bqskit_ScanningGateRemovalPassPass,Amplitude Estimation Circuit,10,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-bqskit_IterativeScanningGateRemovalPassPass,Amplitude Estimation Circuit,10,heavy_hex,success,,153.0,78.0,99.0,66.0
qlego-bqskit_TreeScanningGateRemovalPassPass,Amplitude Estimation Circuit,10,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-bqskit_QuickPartitionerPass,Amplitude Estimation Circuit,10,heavy_hex,success,,8003.0,6817.0,1193.0,1136.0
Baseline,Amplitude Estimation Circuit,10,heavy_hex,success,,8013.0,6818.0,1193.0,1136.0
qlego-qiskit_PresetOptimizationPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,690.0,291.0,161.0,109.0
qlego-qiskit_Optimize1qGatesPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,369.0,187.0,182.0,117.0
qlego-qiskit_Optimize1qGateDecompositionPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,369.0,187.0,182.0,117.0
qlego-qiskit_Optimize1qGateSimpleCommutationPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,369.0,187.0,182.0,117.0
qlego-qiskit_CommutativeCancellationPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,369.0,187.0,182.0,117.0
qlego-qiskit_CommutationAnalysisPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,369.0,187.0,182.0,117.0
qlego-qiskit_CommutativeOptimizationPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,369.0,187.0,182.0,117.0
qlego-qiskit_OptimizeCliffordsPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,369.0,187.0,182.0,117.0
qlego-qiskit_OptimizeCliffordTPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,369.0,187.0,182.0,117.0
qlego-qiskit_CollectCliffordsPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,658.0,306.0,176.0,110.0
qlego-qiskit_Collect2qBlocksPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,369.0,187.0,182.0,117.0
qlego-qiskit_CollectMultiQBlocksPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,369.0,187.0,182.0,117.0
qlego-qiskit_RemoveIdentityEquivalentPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,369.0,187.0,182.0,117.0
qlego-qiskit_OptimizeSwapBeforeMeasurePass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,369.0,187.0,182.0,117.0
qlego-qiskit_RemoveFinalResetPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,369.0,187.0,182.0,117.0
qlego-tket_SquashTK1Pass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,891.0,447.0,182.0,117.0
qlego-tket_SquashRzPhasedXPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,866.0,403.0,182.0,117.0
qlego-tket_DecomposeSingleQubitsTK1Pass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,921.0,457.0,182.0,117.0
qlego-tket_FullPeepholeOptimizePass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,694.0,210.0,85.0,39.0
qlego-tket_CliffordSimpPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,769.0,247.0,85.0,41.0
qlego-tket_PeepholeOptimize2QPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,654.0,217.0,85.0,41.0
qlego-tket_KAKDecompositionPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,940.0,432.0,151.0,105.0
qlego-tket_RemoveRedundanciesPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,921.0,457.0,182.0,117.0
qlego-tket_RemovePhaseOpsPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,921.0,457.0,182.0,117.0
qlego-tket_DelayMeasuresPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,921.0,457.0,182.0,117.0
qlego-tket_SimplifyMeasuresPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,921.0,457.0,182.0,117.0
qlego-tket_RemoveDiscardedPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,921.0,457.0,182.0,117.0
qlego-tket_SynthesiseTketPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,821.0,413.0,182.0,117.0
qlego-bqskit_GroupSingleQuditGatePassPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,360.0,186.0,182.0,117.0
qlego-bqskit_ScanningGateRemovalPassPass,Quantum Phase Estimation Circuit,10,heavy_hex,failed,Timeout: pipeline exceeded 300s,,,,
qlego-bqskit_IterativeScanningGateRemovalPassPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,145.0,72.0,96.0,60.0
qlego-bqskit_TreeScanningGateRemovalPassPass,Quantum Phase Estimation Circuit,10,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-bqskit_QuickPartitionerPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,360.0,186.0,182.0,117.0
Baseline,Quantum Phase Estimation Circuit,10,heavy_hex,success,,369.0,187.0,182.0,117.0
qlego-qiskit_PresetOptimizationPass,W State Circuit,10,heavy_hex,success,,127.0,54.0,18.0,11.0
qlego-qiskit_Optimize1qGatesPass,W State Circuit,10,heavy_hex,success,,173.0,91.0,18.0,11.0
qlego-qiskit_Optimize1qGateDecompositionPass,W State Circuit,10,heavy_hex,success,,155.0,81.0,18.0,11.0
qlego-qiskit_Optimize1qGateSimpleCommutationPass,W State Circuit,10,heavy_hex,success,,173.0,91.0,18.0,11.0
qlego-qiskit_CommutativeCancellationPass,W State Circuit,10,heavy_hex,success,,173.0,91.0,18.0,11.0
qlego-qiskit_CommutationAnalysisPass,W State Circuit,10,heavy_hex,success,,173.0,91.0,18.0,11.0
qlego-qiskit_CommutativeOptimizationPass,W State Circuit,10,heavy_hex,success,,173.0,91.0,18.0,11.0
qlego-qiskit_OptimizeCliffordsPass,W State Circuit,10,heavy_hex,success,,173.0,91.0,18.0,11.0
qlego-qiskit_OptimizeCliffordTPass,W State Circuit,10,heavy_hex,success,,173.0,91.0,18.0,11.0
qlego-qiskit_CollectCliffordsPass,W State Circuit,10,heavy_hex,success,,279.0,102.0,18.0,13.0
qlego-qiskit_Collect2qBlocksPass,W State Circuit,10,heavy_hex,success,,173.0,91.0,18.0,11.0
qlego-qiskit_CollectMultiQBlocksPass,W State Circuit,10,heavy_hex,success,,173.0,91.0,18.0,11.0
qlego-qiskit_RemoveIdentityEquivalentPass,W State Circuit,10,heavy_hex,success,,173.0,91.0,18.0,11.0
qlego-qiskit_OptimizeSwapBeforeMeasurePass,W State Circuit,10,heavy_hex,success,,173.0,91.0,18.0,11.0
qlego-qiskit_RemoveFinalResetPass,W State Circuit,10,heavy_hex,success,,173.0,91.0,18.0,11.0
qlego-tket_SquashTK1Pass,W State Circuit,10,heavy_hex,success,,213.0,111.0,18.0,11.0
qlego-tket_SquashRzPhasedXPass,W State Circuit,10,heavy_hex,success,,213.0,111.0,18.0,11.0
qlego-tket_DecomposeSingleQubitsTK1Pass,W State Circuit,10,heavy_hex,success,,213.0,111.0,18.0,11.0
qlego-tket_FullPeepholeOptimizePass,W State Circuit,10,heavy_hex,success,,123.0,61.0,18.0,11.0
qlego-tket_CliffordSimpPass,W State Circuit,10,heavy_hex,success,,123.0,61.0,18.0,11.0
qlego-tket_PeepholeOptimize2QPass,W State Circuit,10,heavy_hex,success,,123.0,61.0,18.0,11.0
qlego-tket_KAKDecompositionPass,W State Circuit,10,heavy_hex,success,,213.0,111.0,18.0,11.0
qlego-tket_RemoveRedundanciesPass,W State Circuit,10,heavy_hex,success,,213.0,111.0,18.0,11.0
qlego-tket_RemovePhaseOpsPass,W State Circuit,10,heavy_hex,success,,213.0,111.0,18.0,11.0
qlego-tket_DelayMeasuresPass,W State Circuit,10,heavy_hex,success,,213.0,111.0,18.0,11.0
qlego-tket_SimplifyMeasuresPass,W State Circuit,10,heavy_hex,success,,213.0,111.0,18.0,11.0
qlego-tket_RemoveDiscardedPass,W State Circuit,10,heavy_hex,success,,213.0,111.0,18.0,11.0
qlego-tket_SynthesiseTketPass,W State Circuit,10,heavy_hex,success,,123.0,61.0,18.0,11.0
qlego-bqskit_GroupSingleQuditGatePassPass,W State Circuit,10,heavy_hex,success,,163.0,90.0,18.0,11.0
qlego-bqskit_ScanningGateRemovalPassPass,W State Circuit,10,heavy_hex,failed,Timeout: pipeline exceeded 300s,,,,
qlego-bqskit_IterativeScanningGateRemovalPassPass,W State Circuit,10,heavy_hex,success,,73.0,40.0,18.0,11.0
qlego-bqskit_TreeScanningGateRemovalPassPass,W State Circuit,10,heavy_hex,failed,Timeout: pipeline exceeded 300s,,,,
qlego-bqskit_QuickPartitionerPass,W State Circuit,10,heavy_hex,success,,163.0,90.0,18.0,11.0
Baseline,W State Circuit,10,heavy_hex,success,,173.0,91.0,18.0,11.0
qlego-qiskit_PresetOptimizationPass,BV Circuit,10,heavy_hex,success,,54.0,25.0,7.0,7.0
qlego-qiskit_Optimize1qGatesPass,BV Circuit,10,heavy_hex,success,,65.0,33.0,7.0,7.0
qlego-qiskit_Optimize1qGateDecompositionPass,BV Circuit,10,heavy_hex,success,,65.0,33.0,7.0,7.0
qlego-qiskit_Optimize1qGateSimpleCommutationPass,BV Circuit,10,heavy_hex,success,,65.0,33.0,7.0,7.0
qlego-qiskit_CommutativeCancellationPass,BV Circuit,10,heavy_hex,success,,65.0,33.0,7.0,7.0
qlego-qiskit_CommutationAnalysisPass,BV Circuit,10,heavy_hex,success,,65.0,33.0,7.0,7.0
qlego-qiskit_CommutativeOptimizationPass,BV Circuit,10,heavy_hex,success,,65.0,33.0,7.0,7.0
qlego-qiskit_OptimizeCliffordsPass,BV Circuit,10,heavy_hex,success,,65.0,33.0,7.0,7.0
qlego-qiskit_OptimizeCliffordTPass,BV Circuit,10,heavy_hex,success,,65.0,33.0,7.0,7.0
qlego-qiskit_CollectCliffordsPass,BV Circuit,10,heavy_hex,success,,21.0,9.0,7.0,7.0
qlego-qiskit_Collect2qBlocksPass,BV Circuit,10,heavy_hex,success,,65.0,33.0,7.0,7.0
qlego-qiskit_CollectMultiQBlocksPass,BV Circuit,10,heavy_hex,success,,65.0,33.0,7.0,7.0
qlego-qiskit_RemoveIdentityEquivalentPass,BV Circuit,10,heavy_hex,success,,65.0,33.0,7.0,7.0
qlego-qiskit_OptimizeSwapBeforeMeasurePass,BV Circuit,10,heavy_hex,success,,65.0,33.0,7.0,7.0
qlego-qiskit_RemoveFinalResetPass,BV Circuit,10,heavy_hex,success,,65.0,33.0,7.0,7.0
qlego-tket_SquashTK1Pass,BV Circuit,10,heavy_hex,success,,101.0,53.0,7.0,7.0
qlego-tket_SquashRzPhasedXPass,BV Circuit,10,heavy_hex,success,,111.0,53.0,7.0,7.0
qlego-tket_DecomposeSingleQubitsTK1Pass,BV Circuit,10,heavy_hex,success,,101.0,53.0,7.0,7.0
qlego-tket_FullPeepholeOptimizePass,BV Circuit,10,heavy_hex,success,,63.0,15.0,4.0,4.0
qlego-tket_CliffordSimpPass,BV Circuit,10,heavy_hex,success,,63.0,15.0,4.0,4.0
qlego-tket_PeepholeOptimize2QPass,BV Circuit,10,heavy_hex,success,,63.0,15.0,4.0,4.0
qlego-tket_KAKDecompositionPass,BV Circuit,10,heavy_hex,success,,101.0,53.0,7.0,7.0
qlego-tket_RemoveRedundanciesPass,BV Circuit,10,heavy_hex,success,,101.0,53.0,7.0,7.0
qlego-tket_RemovePhaseOpsPass,BV Circuit,10,heavy_hex,success,,101.0,53.0,7.0,7.0
qlego-tket_DelayMeasuresPass,BV Circuit,10,heavy_hex,success,,101.0,53.0,7.0,7.0
qlego-tket_SimplifyMeasuresPass,BV Circuit,10,heavy_hex,success,,101.0,53.0,7.0,7.0
qlego-tket_RemoveDiscardedPass,BV Circuit,10,heavy_hex,success,,101.0,53.0,7.0,7.0
qlego-tket_SynthesiseTketPass,BV Circuit,10,heavy_hex,success,,76.0,28.0,7.0,7.0
qlego-bqskit_GroupSingleQuditGatePassPass,BV Circuit,10,heavy_hex,success,,56.0,32.0,7.0,7.0
qlego-bqskit_ScanningGateRemovalPassPass,BV Circuit,10,heavy_hex,success,,56.0,32.0,7.0,7.0
qlego-bqskit_IterativeScanningGateRemovalPassPass,BV Circuit,10,heavy_hex,success,,56.0,32.0,7.0,7.0
qlego-bqskit_TreeScanningGateRemovalPassPass,BV Circuit,10,heavy_hex,success,,56.0,32.0,7.0,7.0
qlego-bqskit_QuickPartitionerPass,BV Circuit,10,heavy_hex,success,,56.0,32.0,7.0,7.0
Baseline,BV Circuit,10,heavy_hex,success,,65.0,33.0,7.0,7.0
qlego-qiskit_PresetOptimizationPass,Graph State Circuit,10,heavy_hex,success,,136.0,30.0,19.0,7.0
qlego-qiskit_Optimize1qGatesPass,Graph State Circuit,10,heavy_hex,success,,119.0,29.0,19.0,7.0
qlego-qiskit_Optimize1qGateDecompositionPass,Graph State Circuit,10,heavy_hex,success,,119.0,29.0,19.0,7.0
qlego-qiskit_Optimize1qGateSimpleCommutationPass,Graph State Circuit,10,heavy_hex,success,,119.0,29.0,19.0,7.0
qlego-qiskit_CommutativeCancellationPass,Graph State Circuit,10,heavy_hex,success,,119.0,29.0,19.0,7.0
qlego-qiskit_CommutationAnalysisPass,Graph State Circuit,10,heavy_hex,success,,119.0,29.0,19.0,7.0
qlego-qiskit_CommutativeOptimizationPass,Graph State Circuit,10,heavy_hex,success,,119.0,29.0,19.0,7.0
qlego-qiskit_OptimizeCliffordsPass,Graph State Circuit,10,heavy_hex,success,,119.0,29.0,19.0,7.0
qlego-qiskit_OptimizeCliffordTPass,Graph State Circuit,10,heavy_hex,success,,119.0,29.0,19.0,7.0
qlego-qiskit_CollectCliffordsPass,Graph State Circuit,10,heavy_hex,success,,111.0,22.0,15.0,7.0
qlego-qiskit_Collect2qBlocksPass,Graph State Circuit,10,heavy_hex,success,,119.0,29.0,19.0,7.0
qlego-qiskit_CollectMultiQBlocksPass,Graph State Circuit,10,heavy_hex,success,,119.0,29.0,19.0,7.0
qlego-qiskit_RemoveIdentityEquivalentPass,Graph State Circuit,10,heavy_hex,success,,119.0,29.0,19.0,7.0
qlego-qiskit_OptimizeSwapBeforeMeasurePass,Graph State Circuit,10,heavy_hex,success,,119.0,29.0,19.0,7.0
qlego-qiskit_RemoveFinalResetPass,Graph State Circuit,10,heavy_hex,success,,119.0,29.0,19.0,7.0
qlego-tket_SquashTK1Pass,Graph State Circuit,10,heavy_hex,success,,179.0,43.0,19.0,7.0
qlego-tket_SquashRzPhasedXPass,Graph State Circuit,10,heavy_hex,success,,229.0,48.0,19.0,7.0
qlego-tket_DecomposeSingleQubitsTK1Pass,Graph State Circuit,10,heavy_hex,success,,179.0,43.0,19.0,7.0
qlego-tket_FullPeepholeOptimizePass,Graph State Circuit,10,heavy_hex,success,,70.0,24.0,10.0,3.0
qlego-tket_CliffordSimpPass,Graph State Circuit,10,heavy_hex,success,,70.0,24.0,10.0,3.0
qlego-tket_PeepholeOptimize2QPass,Graph State Circuit,10,heavy_hex,success,,70.0,24.0,10.0,3.0
qlego-tket_KAKDecompositionPass,Graph State Circuit,10,heavy_hex,success,,179.0,43.0,19.0,7.0
qlego-tket_RemoveRedundanciesPass,Graph State Circuit,10,heavy_hex,success,,179.0,43.0,19.0,7.0
qlego-tket_RemovePhaseOpsPass,Graph State Circuit,10,heavy_hex,success,,179.0,43.0,19.0,7.0
qlego-tket_DelayMeasuresPass,Graph State Circuit,10,heavy_hex,success,,179.0,43.0,19.0,7.0
qlego-tket_SimplifyMeasuresPass,Graph State Circuit,10,heavy_hex,success,,179.0,43.0,19.0,7.0
qlego-tket_RemoveDiscardedPass,Graph State Circuit,10,heavy_hex,success,,179.0,43.0,19.0,7.0
qlego-tket_SynthesiseTketPass,Graph State Circuit,10,heavy_hex,success,,109.0,28.0,19.0,7.0
qlego-bqskit_GroupSingleQuditGatePassPass,Graph State Circuit,10,heavy_hex,success,,109.0,28.0,19.0,7.0
qlego-bqskit_ScanningGateRemovalPassPass,Graph State Circuit,10,heavy_hex,success,,109.0,28.0,19.0,7.0
qlego-bqskit_IterativeScanningGateRemovalPassPass,Graph State Circuit,10,heavy_hex,success,,109.0,28.0,19.0,7.0
qlego-bqskit_TreeScanningGateRemovalPassPass,Graph State Circuit,10,heavy_hex,success,,109.0,28.0,19.0,7.0
qlego-bqskit_QuickPartitionerPass,Graph State Circuit,10,heavy_hex,success,,109.0,28.0,19.0,7.0
Baseline,Graph State Circuit,10,heavy_hex,success,,119.0,29.0,19.0,7.0
qlego-qiskit_PresetOptimizationPass,DJ Circuit,5,all_to_all,success,,55.0,19.0,4.0,4.0
qlego-qiskit_Optimize1qGatesPass,DJ Circuit,5,all_to_all,success,,88.0,36.0,4.0,4.0
qlego-qiskit_Optimize1qGateDecompositionPass,DJ Circuit,5,all_to_all,success,,83.0,35.0,4.0,4.0
qlego-qiskit_Optimize1qGateSimpleCommutationPass,DJ Circuit,5,all_to_all,success,,93.0,37.0,4.0,4.0
qlego-qiskit_CommutativeCancellationPass,DJ Circuit,5,all_to_all,success,,88.0,36.0,4.0,4.0
qlego-qiskit_CommutationAnalysisPass,DJ Circuit,5,all_to_all,success,,88.0,36.0,4.0,4.0
qlego-qiskit_CommutativeOptimizationPass,DJ Circuit,5,all_to_all,success,,88.0,36.0,4.0,4.0
qlego-qiskit_OptimizeCliffordsPass,DJ Circuit,5,all_to_all,success,,88.0,36.0,4.0,4.0
qlego-qiskit_OptimizeCliffordTPass,DJ Circuit,5,all_to_all,success,,88.0,36.0,4.0,4.0
qlego-qiskit_CollectCliffordsPass,DJ Circuit,5,all_to_all,success,,34.0,18.0,4.0,4.0
qlego-qiskit_Collect2qBlocksPass,DJ Circuit,5,all_to_all,success,,88.0,36.0,4.0,4.0
qlego-qiskit_CollectMultiQBlocksPass,DJ Circuit,5,all_to_all,success,,88.0,36.0,4.0,4.0
qlego-qiskit_RemoveIdentityEquivalentPass,DJ Circuit,5,all_to_all,success,,88.0,36.0,4.0,4.0
qlego-qiskit_OptimizeSwapBeforeMeasurePass,DJ Circuit,5,all_to_all,success,,88.0,36.0,4.0,4.0
qlego-qiskit_RemoveFinalResetPass,DJ Circuit,5,all_to_all,success,,88.0,36.0,4.0,4.0
qlego-tket_SquashTK1Pass,DJ Circuit,5,all_to_all,success,,101.0,39.0,4.0,4.0
qlego-tket_SquashRzPhasedXPass,DJ Circuit,5,all_to_all,success,,101.0,39.0,4.0,4.0
qlego-tket_DecomposeSingleQubitsTK1Pass,DJ Circuit,5,all_to_all,success,,126.0,44.0,4.0,4.0
qlego-tket_FullPeepholeOptimizePass,DJ Circuit,5,all_to_all,success,,101.0,39.0,4.0,4.0
qlego-tket_CliffordSimpPass,DJ Circuit,5,all_to_all,success,,101.0,39.0,4.0,4.0
qlego-tket_PeepholeOptimize2QPass,DJ Circuit,5,all_to_all,success,,101.0,39.0,4.0,4.0
qlego-tket_KAKDecompositionPass,DJ Circuit,5,all_to_all,success,,126.0,44.0,4.0,4.0
qlego-tket_RemoveRedundanciesPass,DJ Circuit,5,all_to_all,success,,126.0,44.0,4.0,4.0
qlego-tket_RemovePhaseOpsPass,DJ Circuit,5,all_to_all,success,,126.0,44.0,4.0,4.0
qlego-tket_DelayMeasuresPass,DJ Circuit,5,all_to_all,success,,126.0,44.0,4.0,4.0
qlego-tket_SimplifyMeasuresPass,DJ Circuit,5,all_to_all,success,,126.0,44.0,4.0,4.0
qlego-tket_RemoveDiscardedPass,DJ Circuit,5,all_to_all,success,,126.0,44.0,4.0,4.0
qlego-tket_SynthesiseTketPass,DJ Circuit,5,all_to_all,success,,101.0,39.0,4.0,4.0
qlego-bqskit_GroupSingleQuditGatePassPass,DJ Circuit,5,all_to_all,success,,84.0,35.0,4.0,4.0
qlego-bqskit_ScanningGateRemovalPassPass,DJ Circuit,5,all_to_all,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-bqskit_IterativeScanningGateRemovalPassPass,DJ Circuit,5,all_to_all,success,,84.0,35.0,4.0,4.0
qlego-bqskit_TreeScanningGateRemovalPassPass,DJ Circuit,5,all_to_all,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-bqskit_QuickPartitionerPass,DJ Circuit,5,all_to_all,success,,84.0,35.0,4.0,4.0
Baseline,DJ Circuit,5,all_to_all,success,,88.0,36.0,4.0,4.0
qlego-qiskit_PresetOptimizationPass,GHZ Circuit,5,all_to_all,success,,21.0,12.0,4.0,4.0
qlego-qiskit_Optimize1qGatesPass,GHZ Circuit,5,all_to_all,success,,24.0,14.0,4.0,4.0
qlego-qiskit_Optimize1qGateDecompositionPass,GHZ Circuit,5,all_to_all,success,,24.0,14.0,4.0,4.0
qlego-qiskit_Optimize1qGateSimpleCommutationPass,GHZ Circuit,5,all_to_all,success,,24.0,14.0,4.0,4.0
qlego-qiskit_CommutativeCancellationPass,GHZ Circuit,5,all_to_all,success,,24.0,14.0,4.0,4.0
qlego-qiskit_CommutationAnalysisPass,GHZ Circuit,5,all_to_all,success,,24.0,14.0,4.0,4.0
qlego-qiskit_CommutativeOptimizationPass,GHZ Circuit,5,all_to_all,success,,24.0,14.0,4.0,4.0
qlego-qiskit_OptimizeCliffordsPass,GHZ Circuit,5,all_to_all,success,,24.0,14.0,4.0,4.0
qlego-qiskit_OptimizeCliffordTPass,GHZ Circuit,5,all_to_all,success,,24.0,14.0,4.0,4.0
qlego-qiskit_CollectCliffordsPass,GHZ Circuit,5,all_to_all,success,,24.0,14.0,4.0,4.0
qlego-qiskit_Collect2qBlocksPass,GHZ Circuit,5,all_to_all,success,,24.0,14.0,4.0,4.0
qlego-qiskit_CollectMultiQBlocksPass,GHZ Circuit,5,all_to_all,success,,24.0,14.0,4.0,4.0
qlego-qiskit_RemoveIdentityEquivalentPass,GHZ Circuit,5,all_to_all,success,,24.0,14.0,4.0,4.0
qlego-qiskit_OptimizeSwapBeforeMeasurePass,GHZ Circuit,5,all_to_all,success,,24.0,14.0,4.0,4.0
qlego-qiskit_RemoveFinalResetPass,GHZ Circuit,5,all_to_all,success,,24.0,14.0,4.0,4.0
qlego-tket_SquashTK1Pass,GHZ Circuit,5,all_to_all,success,,26.0,16.0,4.0,4.0
qlego-tket_SquashRzPhasedXPass,GHZ Circuit,5,all_to_all,success,,31.0,18.0,4.0,4.0
qlego-tket_DecomposeSingleQubitsTK1Pass,GHZ Circuit,5,all_to_all,success,,26.0,16.0,4.0,4.0
qlego-tket_FullPeepholeOptimizePass,GHZ Circuit,5,all_to_all,success,,26.0,16.0,4.0,4.0
qlego-tket_CliffordSimpPass,GHZ Circuit,5,all_to_all,success,,26.0,16.0,4.0,4.0
qlego-tket_PeepholeOptimize2QPass,GHZ Circuit,5,all_to_all,success,,26.0,16.0,4.0,4.0
qlego-tket_KAKDecompositionPass,GHZ Circuit,5,all_to_all,success,,26.0,16.0,4.0,4.0
qlego-tket_RemoveRedundanciesPass,GHZ Circuit,5,all_to_all,success,,26.0,16.0,4.0,4.0
qlego-tket_RemovePhaseOpsPass,GHZ Circuit,5,all_to_all,success,,26.0,16.0,4.0,4.0
