layout_pass,circuit_type,num_qubits,topology,status,error,Gate Count,Circuit Depth,2Q Count,2Q Depth
qlego-cirq_LinePlacementStrategyPass,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_GreedySequenceSearchPass,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_AnnealSequenceSearchPass,DJ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-qiskit_TrivialLayoutPass,GHZ Circuit,20,heavy_hex,success,,99.0,47.0,76.0,43.0
qlego-qiskit_DenseLayoutPass,GHZ Circuit,20,heavy_hex,success,,114.0,62.0,91.0,58.0
qlego-qiskit_SabreLayoutPass,GHZ Circuit,20,heavy_hex,success,,63.0,41.0,40.0,37.0
qlego-qiskit_VF2LayoutPass,GHZ Circuit,20,heavy_hex,success,,42.0,23.0,19.0,19.0
qlego-qiskit_CSPLayoutPass,GHZ Circuit,20,heavy_hex,failed,"qiskit.exceptions.MissingOptionalLibraryError: ""The 'python-constraint' library is required to use 'CSPLayout'. You can install it with 'pip install python-constraint'.""",,,,
qlego-qiskit_PresetLayoutPass,GHZ Circuit,20,heavy_hex,success,,42.0,23.0,19.0,19.0
qlego-tket_LinePlacementPass,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_GraphPlacementPass,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_NoiseAwarePlacementPass,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-bqskit_GeneralizedSabrePass,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_TrivialPlacementPass,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_GreedyPlacementPass,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_PAMLayoutPass,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_SubtopologySelectionPass,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-cirq_LinePlacementStrategyPass,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_GreedySequenceSearchPass,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_AnnealSequenceSearchPass,GHZ Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-qiskit_TrivialLayoutPass,Grover Circuit,20,heavy_hex,success,,14500286.0,11823660.0,8113048.0,6515947.0
qlego-qiskit_DenseLayoutPass,Grover Circuit,20,heavy_hex,success,,14510846.0,11832153.0,8123608.0,6522720.0
qlego-qiskit_SabreLayoutPass,Grover Circuit,20,heavy_hex,success,,14490653.0,11823801.0,8103415.0,6512285.0
qlego-qiskit_VF2LayoutPass,Grover Circuit,20,heavy_hex,failed,qiskit.transpiler.exceptions.TranspilerError: 'Layout algorithm failed to find a valid mapping.',,,,
qlego-qiskit_CSPLayoutPass,Grover Circuit,20,heavy_hex,failed,"qiskit.exceptions.MissingOptionalLibraryError: ""The 'python-constraint' library is required to use 'CSPLayout'. You can install it with 'pip install python-constraint'.""",,,,
qlego-qiskit_PresetLayoutPass,Grover Circuit,20,heavy_hex,failed,Timeout: pipeline exceeded 300s,,,,
qlego-tket_LinePlacementPass,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_GraphPlacementPass,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_NoiseAwarePlacementPass,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-bqskit_GeneralizedSabrePass,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_TrivialPlacementPass,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_GreedyPlacementPass,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_PAMLayoutPass,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_SubtopologySelectionPass,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-cirq_LinePlacementStrategyPass,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_GreedySequenceSearchPass,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_AnnealSequenceSearchPass,Grover Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-qiskit_TrivialLayoutPass,QFT Circuit,20,heavy_hex,success,,1891.0,607.0,1241.0,431.0
qlego-qiskit_DenseLayoutPass,QFT Circuit,20,heavy_hex,success,,1762.0,597.0,1112.0,430.0
qlego-qiskit_SabreLayoutPass,QFT Circuit,20,heavy_hex,success,,1684.0,582.0,1034.0,413.0
qlego-qiskit_VF2LayoutPass,QFT Circuit,20,heavy_hex,failed,qiskit.transpiler.exceptions.TranspilerError: 'Layout algorithm failed to find a valid mapping.',,,,
qlego-qiskit_CSPLayoutPass,QFT Circuit,20,heavy_hex,failed,"qiskit.exceptions.MissingOptionalLibraryError: ""The 'python-constraint' library is required to use 'CSPLayout'. You can install it with 'pip install python-constraint'.""",,,,
qlego-qiskit_PresetLayoutPass,QFT Circuit,20,heavy_hex,success,,1609.0,562.0,959.0,392.0
qlego-tket_LinePlacementPass,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_GraphPlacementPass,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_NoiseAwarePlacementPass,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-bqskit_GeneralizedSabrePass,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_TrivialPlacementPass,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_GreedyPlacementPass,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_PAMLayoutPass,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_SubtopologySelectionPass,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-cirq_LinePlacementStrategyPass,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_GreedySequenceSearchPass,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_AnnealSequenceSearchPass,QFT Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-qiskit_TrivialLayoutPass,Amplitude Estimation Circuit,20,heavy_hex,success,,7866115.0,6816282.0,1049732.0,1049003.0
qlego-qiskit_DenseLayoutPass,Amplitude Estimation Circuit,20,heavy_hex,success,,7866133.0,6816338.0,1049750.0,1049036.0
qlego-qiskit_SabreLayoutPass,Amplitude Estimation Circuit,20,heavy_hex,success,,7865926.0,6816246.0,1049543.0,1048971.0
qlego-qiskit_VF2LayoutPass,Amplitude Estimation Circuit,20,heavy_hex,failed,qiskit.transpiler.exceptions.TranspilerError: 'Layout algorithm failed to find a valid mapping.',,,,
qlego-qiskit_CSPLayoutPass,Amplitude Estimation Circuit,20,heavy_hex,failed,"qiskit.exceptions.MissingOptionalLibraryError: ""The 'python-constraint' library is required to use 'CSPLayout'. You can install it with 'pip install python-constraint'.""",,,,
qlego-qiskit_PresetLayoutPass,Amplitude Estimation Circuit,20,heavy_hex,success,,7865890.0,6816269.0,1049507.0,1048971.0
qlego-tket_LinePlacementPass,Amplitude Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_GraphPlacementPass,Amplitude Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_NoiseAwarePlacementPass,Amplitude Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-bqskit_GeneralizedSabrePass,Amplitude Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_TrivialPlacementPass,Amplitude Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_GreedyPlacementPass,Amplitude Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_PAMLayoutPass,Amplitude Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_SubtopologySelectionPass,Amplitude Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-cirq_LinePlacementStrategyPass,Amplitude Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_GreedySequenceSearchPass,Amplitude Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_AnnealSequenceSearchPass,Amplitude Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-qiskit_TrivialLayoutPass,Quantum Phase Estimation Circuit,20,heavy_hex,success,,1921.0,675.0,1217.0,479.0
qlego-qiskit_DenseLayoutPass,Quantum Phase Estimation Circuit,20,heavy_hex,success,,1918.0,712.0,1214.0,510.0
qlego-qiskit_SabreLayoutPass,Quantum Phase Estimation Circuit,20,heavy_hex,success,,1705.0,617.0,1001.0,437.0
qlego-qiskit_VF2LayoutPass,Quantum Phase Estimation Circuit,20,heavy_hex,failed,qiskit.transpiler.exceptions.TranspilerError: 'Layout algorithm failed to find a valid mapping.',,,,
qlego-qiskit_CSPLayoutPass,Quantum Phase Estimation Circuit,20,heavy_hex,failed,"qiskit.exceptions.MissingOptionalLibraryError: ""The 'python-constraint' library is required to use 'CSPLayout'. You can install it with 'pip install python-constraint'.""",,,,
qlego-qiskit_PresetLayoutPass,Quantum Phase Estimation Circuit,20,heavy_hex,success,,1663.0,627.0,959.0,418.0
qlego-tket_LinePlacementPass,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_GraphPlacementPass,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_NoiseAwarePlacementPass,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-bqskit_GeneralizedSabrePass,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_TrivialPlacementPass,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_GreedyPlacementPass,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_PAMLayoutPass,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_SubtopologySelectionPass,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-cirq_LinePlacementStrategyPass,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_GreedySequenceSearchPass,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_AnnealSequenceSearchPass,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-qiskit_TrivialLayoutPass,W State Circuit,20,heavy_hex,success,,450.0,205.0,125.0,64.0
qlego-qiskit_DenseLayoutPass,W State Circuit,20,heavy_hex,success,,474.0,233.0,149.0,93.0
qlego-qiskit_SabreLayoutPass,W State Circuit,20,heavy_hex,success,,390.0,199.0,65.0,48.0
qlego-qiskit_VF2LayoutPass,W State Circuit,20,heavy_hex,success,,363.0,181.0,38.0,21.0
qlego-qiskit_CSPLayoutPass,W State Circuit,20,heavy_hex,failed,"qiskit.exceptions.MissingOptionalLibraryError: ""The 'python-constraint' library is required to use 'CSPLayout'. You can install it with 'pip install python-constraint'.""",,,,
qlego-qiskit_PresetLayoutPass,W State Circuit,20,heavy_hex,success,,363.0,181.0,38.0,21.0
qlego-tket_LinePlacementPass,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_GraphPlacementPass,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-tket_NoiseAwarePlacementPass,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'pytket',,,,
qlego-bqskit_GeneralizedSabrePass,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_TrivialPlacementPass,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_GreedyPlacementPass,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_PAMLayoutPass,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-bqskit_SubtopologySelectionPass,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'bqskit',,,,
qlego-cirq_LinePlacementStrategyPass,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_GreedySequenceSearchPass,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
qlego-cirq_AnnealSequenceSearchPass,W State Circuit,20,heavy_hex,failed,ModuleNotFoundError: No module named 'cirq.routing',,,,
